Year,Country of origin,Country of origin (ISO),Continent of Origin,Life Expectancy (Year) - O ,Death Rate (Crude) per 1k - O ,Birth Rate (Crude) Per 1k- O,% Crop Production to '14-16 - A,Country of asylum,Population - A,Gov Education Budget (% of) - A,Life Expectancy (Year) - A,% Male (Pop) - Difference,% <$1.90 a day - A,GDP LCU (T) Difference,Distance (KM),Decisions % - O,Decisions Per 100k
2008,Czechia,CZE,Europe,76.98,0.1,11.5,0.87,United States of America,304093966,0,78.04,0.99,0.01,0.27,"4,464",0,0.52
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.87,Australia,21691700,0.13,81.54,0.97,0,0.05,"15,341",0,0.07
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,1.12,Austria,8343323,0.11,80.33,1,0.01,0.26,818,0,0.31
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.99,Belgium,10796493,0.12,80.03,0.99,0,0.22,"1,698",0,0.46
2009,Czechia,CZE,Europe,77.08,0.1,11.3,0.99,Belgium,10796493,0.12,80.03,1,0,10.93,"1,698",0,0.11
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.8,Canada,33628895,0.12,81,0.98,0,0.05,"7,371",0,17.57
2009,Czechia,CZE,Europe,77.08,0.1,11.3,0.8,Canada,33628895,0.12,81,0.99,0,2.39,"7,371",0,24.38
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.8,Costa Rica,4520739,0.23,78.63,0.97,0.02,0,"10,643",0,0.17
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.91,Czechia,10443936,0.09,77.08,0.99,0,0.02,"1,065",0,0.34
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,1.14,Finland,5338871,0.12,79.72,0.99,0,0.4,"1,946",0,2.36
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,1.03,France,64707035,0,81.41,1.01,0,0.04,"1,758",0,1.13
2009,Czechia,CZE,Europe,77.08,0.1,11.3,1.03,France,64707035,0,81.41,1.01,0,2.03,"1,758",0,0.25
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.96,United Kingdom of Great Britain and Northern Ireland,62276270,0.12,80.05,0.99,0,0.05,"2,015",0,0.15
2009,Czechia,CZE,Europe,77.08,0.1,11.3,0.96,United Kingdom of Great Britain and Northern Ireland,62276270,0.12,80.05,1,0,2.43,"2,015",0,1.15
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,1.04,Germany,81902307,0.1,79.84,0.99,0,0.03,"1,319",0,2.79
2009,Czechia,CZE,Europe,77.08,0.1,11.3,1.04,Germany,81902307,0.1,79.84,1,0,1.55,"1,319",0,1.58
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.9,Hungary,10022650,0.1,73.9,1.03,0,0,631,0,0.07
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.82,Ireland,4535375,0.13,80.19,0.98,0,0.45,"2,474",0,0.59
2009,Czechia,CZE,Europe,77.08,0.1,11.3,0.82,Ireland,4535375,0.13,80.19,0.99,0,22.38,"2,474",0,1.2
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,1,Netherlands,16530388,0.12,80.55,0.98,0,0.13,"1,745",0,0.07
2009,Czechia,CZE,Europe,77.08,0.1,11.3,1,Netherlands,16530388,0.12,80.55,0.99,0,6.33,"1,745",0,0.11
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.87,Norway,4828726,0.16,80.8,0.98,0,0.03,"2,096",0,0.17
2009,Czechia,CZE,Europe,77.08,0.1,11.3,0.87,Norway,4828726,0.16,80.8,0.98,0,1.46,"2,096",0,0.05
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.9,New Zealand,4302600,0.15,80.7,0.99,0,0.38,"17,662",0,0.09
2009,Czechia,CZE,Europe,77.08,0.1,11.3,0.9,New Zealand,4302600,0.15,80.7,1,0,19.09,"17,662",0,0.75
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.81,Peru,28792663,0.15,74.12,0.98,0.07,0.23,"11,754",0,0.07
2009,Czechia,CZE,Europe,77.08,0.1,11.3,0.81,Peru,28792663,0.15,74.12,0.98,0.07,11.77,"11,754",0,0.05
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.92,Sweden,9298515,0.13,81.35,0.98,0,0.02,"1,884",0,0.59
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,1.1,Switzerland,7743831,0.16,82.04,0.99,0,0.14,"1,336",0,0.26
2009,Czechia,CZE,Europe,77.08,0.1,11.3,1.1,Switzerland,7743831,0.16,82.04,1,0,6.94,"1,336",0,0.12
2009,Bulgaria,BGR,Europe,73.41,0.15,10.9,0.91,United States of America,306771529,0,78.39,0.99,0.01,0.01,"4,464",0,15.42
2009,Czechia,CZE,Europe,77.08,0.1,11.3,0.91,United States of America,306771529,0,78.39,0.99,0.01,0.26,"4,464",0,0.53
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.87,Australia,22031750,0.14,81.7,0.97,0,0.05,"15,341",0,0.07
2010,Czechia,CZE,Europe,77.42,0.1,11.2,0.87,Australia,22031750,0.14,81.7,0.98,0,2.71,"15,341",0,0.05
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.92,Austria,8363404,0.11,80.58,1,0.01,0.26,818,0,0.23
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,1,Belgium,10895586,0.12,80.18,0.99,0,0.21,"1,698",0,0.32
2010,Czechia,CZE,Europe,77.42,0.1,11.2,1,Belgium,10895586,0.12,80.18,1,0,10.89,"1,698",0,0.11
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.79,Canada,34004889,0.12,81.25,0.98,0,0.05,"7,371",0,16.09
2010,Czechia,CZE,Europe,77.42,0.1,11.2,0.79,Canada,34004889,0.12,81.25,0.99,0,2.38,"7,371",0,13.35
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.84,Costa Rica,4577371,0.23,78.77,0.97,0.02,0,"10,643",0,0.18
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.81,Czechia,10474410,0.09,77.42,0.99,0,0.02,"1,065",0,0.34
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.89,Denmark,5547683,0.15,79.1,0.98,0,0.04,"1,637",0,0.07
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.9,Finland,5363352,0.12,79.87,0.99,0,0.4,"1,946",0,0.07
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.97,France,65027505,0,81.66,1.01,0,0.04,"1,758",0,1.14
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.95,United Kingdom of Great Britain and Northern Ireland,62766365,0.13,80.4,0.99,0,0.05,"2,015",0,0.15
2010,Czechia,CZE,Europe,77.42,0.1,11.2,0.95,United Kingdom of Great Britain and Northern Ireland,62766365,0.13,80.4,1,0,2.44,"2,015",0,0.95
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.92,Germany,81776930,0.1,79.99,0.99,0,0.03,"1,319",0,2.74
2010,Czechia,CZE,Europe,77.42,0.1,11.2,0.92,Germany,81776930,0.1,79.99,1,0,1.53,"1,319",0,1.66
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.75,Hungary,10000023,0.1,74.21,1.03,0,0,631,0,0.07
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.85,Ireland,4560155,0.09,80.74,0.98,0.01,0.44,"2,474",0,0.59
2010,Czechia,CZE,Europe,77.42,0.1,11.2,0.85,Ireland,4560155,0.09,80.74,0.99,0.01,22.53,"2,474",0,1.15
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.97,Netherlands,16615394,0.12,80.7,0.98,0,0.13,"1,745",0,0.07
2010,Czechia,CZE,Europe,77.42,0.1,11.2,0.97,Netherlands,16615394,0.12,80.7,0.99,0,6.4,"1,745",0,0.11
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.92,Norway,4889252,0.15,81,0.97,0,0.03,"2,096",0,0.16
2010,Czechia,CZE,Europe,77.42,0.1,11.2,0.92,Norway,4889252,0.15,81,0.98,0,1.49,"2,096",0,0.05
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.9,New Zealand,4350700,0.16,80.7,0.99,0,0.38,"17,662",0,0.09
2010,Czechia,CZE,Europe,77.42,0.1,11.2,0.9,New Zealand,4350700,0.16,80.7,1,0,19.26,"17,662",0,0.76
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.86,Peru,29027680,0.14,74.41,0.98,0.06,0.22,"11,754",0,0.07
2010,Czechia,CZE,Europe,77.42,0.1,11.2,0.86,Peru,29027680,0.14,74.41,0.98,0.06,11.13,"11,754",0,0.05
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.79,Sweden,9378126,0.13,81.45,0.98,0.01,0.02,"1,884",0,0.49
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.96,Switzerland,7824909,0.15,82.25,0.99,0,0.14,"1,336",0,0.26
2010,Czechia,CZE,Europe,77.42,0.1,11.2,0.96,Switzerland,7824909,0.15,82.25,1,0,6.88,"1,336",0,0.11
2010,Bulgaria,BGR,Europe,73.51,0.15,10.2,0.89,United States of America,309327143,0,78.54,0.99,0.01,0.01,"4,464",0,13.08
2010,Czechia,CZE,Europe,77.42,0.1,11.2,0.89,United States of America,309327143,0,78.54,0.99,0.01,0.26,"4,464",0,0.41
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,1.12,Austria,8391643,0.11,80.98,1,0,0.25,818,0,0.15
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,1.02,Belgium,11038264,0.12,80.59,0.99,0,0.22,"1,698",0,0.39
2011,Czechia,CZE,Europe,77.87,0.1,10.4,1.02,Belgium,11038264,0.12,80.59,1,0,10.89,"1,698",0,0.1
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.81,Canada,34339328,0.12,81.45,0.98,0,0.05,"7,371",0,14.7
2011,Czechia,CZE,Europe,77.87,0.1,10.4,0.81,Canada,34339328,0.12,81.45,0.99,0,2.34,"7,371",0,8.46
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.89,Costa Rica,4633086,0.23,78.92,0.97,0.02,0,"10,643",0,0.18
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.94,Czechia,10496088,0.1,77.87,0.99,0,0.02,"1,065",0,0.34
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,1.02,Finland,5388272,0.12,80.47,0.99,0,0.4,"1,946",0,0.14
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.99,France,65342789,0,82.11,1.01,0,0.04,"1,758",0,1.12
2011,Czechia,CZE,Europe,77.87,0.1,10.4,0.99,France,65342789,0,82.11,1.01,0,2.03,"1,758",0,0.27
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.99,United Kingdom of Great Britain and Northern Ireland,63258810,0.12,80.95,0.99,0,0.05,"2,015",0,0.22
2011,Czechia,CZE,Europe,77.87,0.1,10.4,0.99,United Kingdom of Great Britain and Northern Ireland,63258810,0.12,80.95,1,0,2.44,"2,015",0,0.91
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.91,Germany,80274983,0.11,80.44,0.99,0,0.03,"1,319",0,2.75
2011,Czechia,CZE,Europe,77.87,0.1,10.4,0.91,Germany,80274983,0.11,80.44,1,0,1.5,"1,319",0,1.59
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.97,Ireland,4580084,0.12,80.75,0.98,0.01,0.45,"2,474",0,0.31
2011,Czechia,CZE,Europe,77.87,0.1,10.4,0.97,Ireland,4580084,0.12,80.75,0.99,0.01,22.68,"2,474",0,0.9
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,1.03,Netherlands,16693074,0.12,81.2,0.98,0,0.13,"1,745",0,0.07
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.8,Norway,4953088,0.15,81.3,0.97,0,0.03,"2,096",0,0.22
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.92,New Zealand,4384000,0.16,80.9,0.99,0,0.38,"17,662",0,0.1
2011,Czechia,CZE,Europe,77.87,0.1,10.4,0.92,New Zealand,4384000,0.16,80.9,1,0,19.17,"17,662",0,0.73
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.88,Peru,29264314,0.14,74.7,0.98,0.05,0.21,"11,754",0,0.07
2011,Czechia,CZE,Europe,77.87,0.1,10.4,0.88,Peru,29264314,0.14,74.7,0.99,0.05,10.65,"11,754",0,0.05
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.95,South Africa,52003759,0.19,58.9,0.99,0,0.02,"7,627",0,0.07
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.85,Sweden,9449213,0.13,81.8,0.98,0.01,0.02,"1,884",0,0.63
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,1.17,Switzerland,7912398,0.15,82.7,0.99,0,0.14,"1,336",0,0.64
2011,Czechia,CZE,Europe,77.87,0.1,10.4,1.17,Switzerland,7912398,0.15,82.7,1,0,6.87,"1,336",0,0.1
2011,Bulgaria,BGR,Europe,74.16,0.15,9.6,0.86,United States of America,311583481,0,78.64,0.99,0.01,0.01,"4,464",0,12.02
2011,Czechia,CZE,Europe,77.87,0.1,10.4,0.86,United States of America,311583481,0,78.64,0.99,0.01,0.26,"4,464",0,0.36
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.93,Austria,8429991,0.11,80.94,1,0.01,0.25,818,0,0.15
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.91,Belgium,11106932,0,80.39,0.99,0,0.22,"1,698",0,0.33
2012,Czechia,CZE,Europe,78.08,0.1,10.3,0.91,Belgium,11106932,0,80.39,1,0,10.73,"1,698",0,0.09
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.86,Canada,34714222,0,81.65,0.98,0,0.05,"7,371",0,13.55
2012,Czechia,CZE,Europe,78.08,0.1,10.3,0.86,Canada,34714222,0,81.65,0.99,0,2.29,"7,371",0,3.9
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.94,Costa Rica,4688003,0.24,79.07,0.97,0.02,0,"10,643",0,0.18
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.8,Czechia,10510785,0.09,78.08,0.99,0,0.02,"1,065",0,0.36
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.94,Denmark,5591572,0.12,80.05,0.98,0,0.04,"1,637",0,0.07
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.94,Finland,5413971,0.13,80.63,0.99,0,0.41,"1,946",0,0.1
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.97,France,65659814,0,81.97,1,0,0.04,"1,758",0,1.07
2012,Czechia,CZE,Europe,78.08,0.1,10.3,0.97,France,65659814,0,81.97,1.01,0,2.01,"1,758",0,0.28
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.86,United Kingdom of Great Britain and Northern Ireland,63700215,0,80.9,0.99,0,0.05,"2,015",0,0.23
2012,Czechia,CZE,Europe,78.08,0.1,10.3,0.86,United Kingdom of Great Britain and Northern Ireland,63700215,0,80.9,1,0,2.39,"2,015",0,0.33
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.95,Germany,80425823,0.11,80.54,0.99,0,0.03,"1,319",0,2.81
2012,Czechia,CZE,Europe,78.08,0.1,10.3,0.95,Germany,80425823,0.11,80.54,1,0,1.48,"1,319",0,1.57
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.84,Ireland,4599533,0.14,80.85,0.98,0,0.45,"2,474",0,0.07
2012,Czechia,CZE,Europe,78.08,0.1,10.3,0.84,Ireland,4599533,0.14,80.85,0.99,0,22.52,"2,474",0,0.43
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.96,Netherlands,16754962,0.12,81.1,0.98,0,0.13,"1,745",0,0.07
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.84,Norway,5018573,0.17,81.45,0.97,0,0.03,"2,096",0,0.11
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.91,New Zealand,4408100,0.18,81.16,0.99,0,0.37,"17,662",0,0.1
2012,Czechia,CZE,Europe,78.08,0.1,10.3,0.91,New Zealand,4408100,0.18,81.16,1,0,18.6,"17,662",0,0.71
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.93,Peru,29506790,0.14,74.98,0.98,0.05,0.2,"11,754",0,0.07
2012,Czechia,CZE,Europe,78.08,0.1,10.3,0.93,Peru,29506790,0.14,74.98,0.99,0.05,9.96,"11,754",0,0.05
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.99,South Africa,52832659,0.2,60.06,0.99,0,0.02,"7,627",0,0.07
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,1,Eswatini,1079285,0,49.86,1.03,0,2.34,"7,716",0,0.07
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.9,Sweden,9519374,0.15,81.7,0.98,0.01,0.02,"1,884",0,0.52
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,1.02,Switzerland,7996861,0.15,82.7,0.99,0,0.14,"1,336",0,0.23
2012,Czechia,CZE,Europe,78.08,0.1,10.3,1.02,Switzerland,7996861,0.15,82.7,1,0,6.74,"1,336",0,0.08
2012,Bulgaria,BGR,Europe,74.31,0.15,9.5,0.85,United States of America,313877662,0,78.74,0.99,0.01,0.01,"4,464",0,11.06
2012,Czechia,CZE,Europe,78.08,0.1,10.3,0.85,United States of America,313877662,0,78.74,0.99,0.01,0.25,"4,464",0,0.31
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.93,Austria,8479823,0.11,81.14,1,0,0.25,818,0,0.14
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.98,Belgium,11159407,0.12,80.59,0.99,0,0.21,"1,698",0,0.29
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,1.07,Canada,35082954,0,81.75,0.98,0.01,0.04,"7,371",0,11.71
2013,Czechia,CZE,Europe,78.18,0.1,10.2,1.07,Canada,35082954,0,81.75,0.99,0.01,2.23,"7,371",0,3.1
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.94,Costa Rica,4742111,0.23,79.23,0.97,0.02,0,"10,643",0,0.18
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.91,Czechia,10514272,0.09,78.18,0.99,0,0.02,"1,065",0,0.36
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.94,Denmark,5614932,0.15,80.3,0.98,0,0.04,"1,637",0,0.07
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.95,France,65998685,0,82.22,1,0,0.04,"1,758",0,1.07
2013,Czechia,CZE,Europe,78.18,0.1,10.2,0.95,France,65998685,0,82.22,1.01,0,1.99,"1,758",0,0.28
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.9,United Kingdom of Great Britain and Northern Ireland,64128273,0.13,81,0.99,0,0.05,"2,015",0,0.19
2013,Czechia,CZE,Europe,78.18,0.1,10.2,0.9,United Kingdom of Great Britain and Northern Ireland,64128273,0.13,81,1,0,2.34,"2,015",0,0.1
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.96,Germany,80645605,0.11,80.49,0.99,0,0.03,"1,319",0,1.67
2013,Czechia,CZE,Europe,78.18,0.1,10.2,0.96,Germany,80645605,0.11,80.49,1,0,1.47,"1,319",0,4.9
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.95,Ireland,4623816,0.13,80.95,0.98,0.01,0.44,"2,474",0,0.54
2013,Czechia,CZE,Europe,78.18,0.1,10.2,0.95,Ireland,4623816,0.13,80.95,0.99,0.01,22.22,"2,474",0,0.97
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.98,Netherlands,16804432,0.12,81.3,0.98,0,0.13,"1,745",0,0.07
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.79,Norway,5079623,0.17,81.75,0.97,0,0.03,"2,096",0,0.15
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.93,New Zealand,4442100,0.17,81.41,0.99,0,0.36,"17,662",0,0.1
2013,Czechia,CZE,Europe,78.18,0.1,10.2,0.93,New Zealand,4442100,0.17,81.41,1,0,18.1,"17,662",0,0.6
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,1.03,South Africa,53687125,0.19,61.1,0.99,0,0.02,"7,627",0,0.07
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,1.02,Eswatini,1086843,0,51.7,1.02,0,2.24,"7,716",0,0.07
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.89,Sweden,9600379,0.15,81.96,0.97,0.01,0.02,"1,884",0,0.45
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.92,Switzerland,8089346,0.15,82.8,0.99,0,0.13,"1,336",0,0.29
2013,Czechia,CZE,Europe,78.18,0.1,10.2,0.92,Switzerland,8089346,0.15,82.8,0.99,0,6.61,"1,336",0,0.08
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,1,Ukraine,45489648,0.14,71.16,1.05,0,0.03,"1,022",0,0.07
2013,Bulgaria,BGR,Europe,74.86,0.14,9.2,0.93,United States of America,316059947,0,78.74,0.98,0.01,0,"4,464",0,10.76
2013,Czechia,CZE,Europe,78.18,0.1,10.2,0.93,United States of America,316059947,0,78.74,0.99,0.01,0.25,"4,464",0,0.4
2014,Czechia,CZE,Europe,78.82,0.1,10.4,0.99,Australia,23475686,0.14,82.3,0.99,0.01,2.5,"15,341",0,0.05
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1.08,Austria,8546356,0.1,81.49,0.99,0,0.25,818,0,0.07
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1.09,Belgium,11209057,0.12,81.29,0.99,0,0.21,"1,698",0,0.33
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,0.93,Canada,35437435,0,81.8,0.98,0,0.04,"7,371",0,9.36
2014,Czechia,CZE,Europe,78.82,0.1,10.4,0.93,Canada,35437435,0,81.8,0.99,0,2.22,"7,371",0,2.97
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,0.99,Costa Rica,4795390,0.23,79.4,0.97,0.02,0,"10,643",0,0.18
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1.04,Czechia,10525347,0.09,78.82,0.99,0,0.02,"1,065",0,0.21
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1.07,Finland,5461512,0.12,81.18,0.99,0,0.41,"1,946",0,0.07
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1.05,France,66312067,0,82.72,1,0,0.04,"1,758",0,1.08
2014,Czechia,CZE,Europe,78.82,0.1,10.4,1.05,France,66312067,0,82.72,1.01,0,2.02,"1,758",0,0.29
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1.04,United Kingdom of Great Britain and Northern Ireland,64602298,0.13,81.3,0.99,0,0.05,"2,015",0,0.1
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1.08,Germany,80982500,0.11,81.09,0.99,0,0.03,"1,319",0,1.76
2014,Czechia,CZE,Europe,78.82,0.1,10.4,1.08,Germany,80982500,0.11,81.09,1,0,1.47,"1,319",0,8.3
