Year,Country of origin,Country of origin (ISO),Continent of Origin,Life Expectancy (Year) - O ,Death Rate (Crude) per 1k - O ,Birth Rate (Crude) Per 1k- O,% Crop Production to '14-16 - A,Country of asylum,Population - A,Gov Education Budget (% of) - A,Life Expectancy (Year) - A,% Male (Pop) - Difference,% <$1.90 a day - A,GDP LCU (T) Difference,Distance (KM),Decisions % - O,Decisions Per 100k
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1,Ireland,4657740,0.13,81.35,0.98,0,0.41,"2,474",0,0.48
2014,Czechia,CZE,Europe,78.82,0.1,10.4,1,Ireland,4657740,0.13,81.35,0.99,0,20.91,"2,474",0,0.95
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1.03,Netherlands,16865008,0.12,81.71,0.98,0,0.13,"1,745",0,0.07
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,0.97,Norway,5137232,0.17,82.1,0.97,0,0.03,"2,096",0,0.15
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1.02,New Zealand,4516500,0.16,81.4,0.99,0,0.35,"17,662",0,0.1
2014,Czechia,CZE,Europe,78.82,0.1,10.4,1.02,New Zealand,4516500,0.16,81.4,1,0,17.83,"17,662",0,0.45
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1.09,South Africa,54544184,0.19,61.97,0.99,0.19,0.02,"7,627",0,0.14
2014,Czechia,CZE,Europe,78.82,0.1,10.4,1.09,South Africa,54544184,0.19,61.97,1,0.19,1.01,"7,627",0,0.05
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1,Sweden,9696110,0.15,82.25,0.97,0.01,0.02,"1,884",0,0.39
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,1.1,Switzerland,8188649,0.15,83.2,0.98,0,0.13,"1,336",0,0.15
2014,Czechia,CZE,Europe,78.82,0.1,10.4,1.1,Switzerland,8188649,0.15,83.2,0.99,0,6.6,"1,336",0,0.08
2014,Bulgaria,BGR,Europe,74.47,0.15,9.4,0.98,United States of America,318386329,0,78.84,0.98,0.01,0,"4,464",0,10.71
2014,Czechia,CZE,Europe,78.82,0.1,10.4,0.98,United States of America,318386329,0,78.84,0.99,0.01,0.25,"4,464",0,0.34
2015,Czechia,CZE,Europe,78.58,0.11,10.5,0.99,Australia,23815995,0.14,82.4,0.99,0,2.58,"15,341",0,0.05
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,1,Belgium,11274196,0.12,80.99,0.99,0,0.22,"1,698",0,0.35
2015,Czechia,CZE,Europe,78.58,0.11,10.5,1,Belgium,11274196,0.12,80.99,1,0,11.1,"1,698",0,0.06
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,1.03,Brazil,204471759,0.16,74.99,0.99,0.03,0.02,"9,734",0,0.07
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,0.99,Canada,35702908,0,81.9,0.98,0,0.05,"7,371",0,6.09
2015,Czechia,CZE,Europe,78.58,0.11,10.5,0.99,Canada,35702908,0,81.9,0.99,0,2.32,"7,371",0,3.24
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,0.95,Czechia,10546059,0.14,78.58,0.99,0,0.02,"1,065",0,0.22
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,0.97,Finland,5479531,0.12,81.48,0.99,0,0.42,"1,946",0,0.07
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,1.04,France,66548272,0,82.32,1,0,0.04,"1,758",0,1.02
2015,Czechia,CZE,Europe,78.58,0.11,10.5,1.04,France,66548272,0,82.32,1.01,0,2.1,"1,758",0,0.27
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,1.03,United Kingdom of Great Britain and Northern Ireland,65116219,0.13,80.96,0.99,0,0.05,"2,015",0,0.07
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,0.98,Germany,81686611,0.11,80.64,0.99,0,0.03,"1,319",0,1.49
2015,Czechia,CZE,Europe,78.58,0.11,10.5,0.98,Germany,81686611,0.11,80.64,1,0,1.53,"1,319",0,7.98
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,1.04,Ireland,4701957,0.13,81.45,0.98,0,0.34,"2,474",0,0.49
2015,Czechia,CZE,Europe,78.58,0.11,10.5,1.04,Ireland,4701957,0.13,81.45,0.99,0,17.6,"2,474",0,0.95
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,1.02,Norway,5188607,0.16,82.3,0.97,0,0.03,"2,096",0,0.15
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,0.96,New Zealand,4609400,0.16,81.46,0.99,0,0.35,"17,662",0,0.15
2015,Czechia,CZE,Europe,78.58,0.11,10.5,0.96,New Zealand,4609400,0.16,81.46,1,0,18.11,"17,662",0,0.22
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,1,South Africa,55386369,0.19,62.65,0.99,0,0.02,"7,627",0,0.14
2015,Czechia,CZE,Europe,78.58,0.11,10.5,1,South Africa,55386369,0.19,62.65,1,0,1.05,"7,627",0,0.05
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,1.04,Sweden,9799186,0.15,82.2,0.97,0,0.02,"1,884",0,0.38
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,0.97,Switzerland,8282396,0.15,82.9,0.98,0,0.13,"1,336",0,0.15
2015,Czechia,CZE,Europe,78.58,0.11,10.5,0.97,Switzerland,8282396,0.15,82.9,0.99,0,6.84,"1,336",0,0.06
2015,Bulgaria,BGR,Europe,74.61,0.15,9.2,0.96,United States of America,320738994,0.14,78.69,0.98,0.01,0,"4,464",0,9.65
2015,Czechia,CZE,Europe,78.58,0.11,10.5,0.96,United States of America,320738994,0.14,78.69,0.99,0.01,0.25,"4,464",0,0.39
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,1.02,Australia,24190907,0.14,82.45,0.98,0.01,0.05,"15,341",0,0.07
2016,Czechia,CZE,Europe,79.03,0.1,10.7,1.02,Australia,24190907,0.14,82.45,0.99,0.01,2.57,"15,341",0,0.05
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,0.91,Belgium,11331422,0.12,81.44,0.99,0,0.22,"1,698",0,0.27
2016,Czechia,CZE,Europe,79.03,0.1,10.7,0.91,Belgium,11331422,0.12,81.44,1,0,11.24,"1,698",0,0.06
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,0.99,Brazil,206163056,0.16,75.23,0.99,0.04,0.02,"9,734",0,0.07
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,1.08,Canada,36109487,0,81.9,0.98,0,0.05,"7,371",0,2.22
2016,Czechia,CZE,Europe,79.03,0.1,10.7,1.08,Canada,36109487,0,81.9,0.99,0,2.36,"7,371",0,5.44
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,1.01,Czechia,10566332,0.14,79.03,0.99,0,0.02,"1,065",0,0.22
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,0.96,Finland,5495303,0.12,81.43,0.99,0,0.42,"1,946",0,0.07
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,0.91,France,66724104,0,82.57,1,0,0.04,"1,758",0,1.02
2016,Czechia,CZE,Europe,79.03,0.1,10.7,0.91,France,66724104,0,82.57,1.01,0,2.13,"1,758",0,0.26
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,0.95,Germany,82348669,0.11,80.99,0.99,0,0.03,"1,319",0,1.43
2016,Czechia,CZE,Europe,79.03,0.1,10.7,0.95,Germany,82348669,0.11,80.99,1,0,1.53,"1,319",0,7.78
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,1.01,Norway,5234519,0.16,82.41,0.96,0,0.03,"2,096",0,0.18
2016,Czechia,CZE,Europe,79.03,0.1,10.7,1.02,New Zealand,4714100,0.17,81.61,1,0,17.9,"17,662",0,0.21
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,0.91,South Africa,56207649,0.18,63.15,0.99,0,0.02,"7,627",0,0.07
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,1.06,Spain,46484062,0.1,83.33,0.99,0.01,0.08,"2,253",0,0.07
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,0.96,Sweden,9923085,0.16,82.31,0.97,0,0.02,"1,884",0,0.34
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,0.93,Switzerland,8373338,0.15,83.6,0.98,0,0.13,"1,336",0,0.14
2016,Czechia,CZE,Europe,79.03,0.1,10.7,0.93,Switzerland,8373338,0.15,83.6,0.99,0,6.88,"1,336",0,0.07
2016,Bulgaria,BGR,Europe,74.81,0.15,9.1,1.07,United States of America,323071755,0.13,78.54,0.98,0.01,0,"4,464",0,8.66
2016,Czechia,CZE,Europe,79.03,0.1,10.7,1.07,United States of America,323071755,0.13,78.54,0.99,0.01,0.26,"4,464",0,0.32
2017,Bulgaria,BGR,Europe,74.81,0.16,9,1.21,Australia,24601860,0.14,82.5,0.98,0,0.05,"15,341",0,0.08
2017,Bulgaria,BGR,Europe,74.81,0.16,9,1.02,Belgium,11375158,0.12,81.49,0.99,0,0.22,"1,698",0,0.41
2017,Czechia,CZE,Europe,78.98,0.11,10.8,1.02,Belgium,11375158,0.12,81.49,1,0,11.63,"1,698",0,0.1
2017,Bulgaria,BGR,Europe,74.81,0.16,9,1.1,Brazil,207833825,0.17,75.46,0.99,0.05,0.02,"9,734",0,0.07
2017,Czechia,CZE,Europe,78.98,0.11,10.8,1.1,Brazil,207833825,0.17,75.46,1,0.05,1.24,"9,734",0,0.05
2017,Bulgaria,BGR,Europe,74.81,0.16,9,1.08,Canada,36545236,0,81.9,0.98,0,0.05,"7,371",0,2.29
2017,Czechia,CZE,Europe,78.98,0.11,10.8,1.08,Canada,36545236,0,81.9,0.99,0,2.41,"7,371",0,6.56
2017,Bulgaria,BGR,Europe,74.81,0.16,9,0.9,Czechia,10594438,0.1,78.98,0.99,0,0.02,"1,065",0,0.23
2017,Bulgaria,BGR,Europe,74.81,0.16,9,0.94,Finland,5508214,0.12,81.63,0.99,0,0.42,"1,946",0,0.07
2017,Bulgaria,BGR,Europe,74.81,0.16,9,1.04,France,66918020,0.1,82.58,1,0,0.04,"1,758",0,1
2017,Czechia,CZE,Europe,78.98,0.11,10.8,1.04,France,66918020,0.1,82.58,1.02,0,2.19,"1,758",0,0.25
2017,Bulgaria,BGR,Europe,74.81,0.16,9,0.95,Germany,82657002,0.11,80.99,0.99,0,0.03,"1,319",0,1.37
2017,Czechia,CZE,Europe,78.98,0.11,10.8,0.95,Germany,82657002,0.11,80.99,1,0,1.57,"1,319",0,7.33
2017,Bulgaria,BGR,Europe,74.81,0.16,9,0.99,Norway,5276968,0.16,82.61,0.96,0,0.03,"2,096",0,0.18
2017,Czechia,CZE,Europe,78.98,0.11,10.8,0.93,New Zealand,4813600,0.17,81.66,1,0,18.17,"17,662",0,0.16
2017,Bulgaria,BGR,Europe,74.81,0.16,9,0.99,Spain,46593236,0.1,83.28,0.99,0.01,0.08,"2,253",0,0.07
2017,Bulgaria,BGR,Europe,74.81,0.16,9,0.88,Slovakia,5439232,0.1,77.17,1,0,1.13,776,0,0.11
2017,Bulgaria,BGR,Europe,74.81,0.16,9,1.03,Sweden,10057698,0.16,82.41,0.97,0,0.02,"1,884",0,0.23
2017,Bulgaria,BGR,Europe,74.81,0.16,9,0.96,Switzerland,8451840,0.15,83.55,0.98,0,0.14,"1,336",0,0.24
2017,Czechia,CZE,Europe,78.98,0.11,10.8,0.96,Switzerland,8451840,0.15,83.55,0.99,0,7.12,"1,336",0,0.07
2017,Bulgaria,BGR,Europe,74.81,0.16,9,0.99,United States of America,325122128,0.14,78.54,0.98,0.01,0.01,"4,464",0,8.23
2017,Czechia,CZE,Europe,78.98,0.11,10.8,0.99,United States of America,325122128,0.14,78.54,0.99,0.01,0.26,"4,464",0,0.38
2018,Czechia,CZE,Europe,79.03,0.11,10.7,0.92,Argentina,44494502,0.13,76.52,1.01,0.01,7.28,"11,934",0,0.05
2018,Czechia,CZE,Europe,79.03,0.11,10.7,0.93,Australia,24982688,0.13,82.75,0.99,0.01,2.65,"15,341",0,0.05
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,0.87,Belgium,11427054,0.12,81.6,0.98,0,0.22,"1,698",0,0.34
2018,Czechia,CZE,Europe,79.03,0.11,10.7,0.87,Belgium,11427054,0.12,81.6,1,0,11.79,"1,698",0,0.06
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,1.09,Brazil,209469320,0.16,75.67,0.99,0.05,0.02,"9,734",0,0.07
2018,Czechia,CZE,Europe,79.03,0.11,10.7,1.09,Brazil,209469320,0.16,75.67,1,0.05,1.25,"9,734",0,0.05
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,1.06,Canada,37065084,0,82.05,0.98,0,0.05,"7,371",0,2.98
2018,Czechia,CZE,Europe,79.03,0.11,10.7,1.06,Canada,37065084,0,82.05,0.99,0,2.42,"7,371",0,5.53
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,0.8,Finland,5515525,0.12,81.73,0.99,0,0.43,"1,946",0,0.07
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,0.96,France,67101930,0.1,82.68,1,0,0.04,"1,758",0,1
2018,Czechia,CZE,Europe,79.03,0.11,10.7,0.96,France,67101930,0.1,82.68,1.02,0,2.22,"1,758",0,0.25
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,0.81,Germany,82905782,0.11,80.89,0.98,0,0.03,"1,319",0,1.32
2018,Czechia,CZE,Europe,79.03,0.11,10.7,0.81,Germany,82905782,0.11,80.89,1,0,1.6,"1,319",0,7.07
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,0.93,Israel,8882800,0.16,82.8,0.98,0,0.07,"1,602",0,0.07
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,0.72,Norway,5311916,0.16,82.76,0.96,0,0.03,"2,096",0,0.11
2018,Czechia,CZE,Europe,79.03,0.11,10.7,0.98,New Zealand,4900600,0.16,81.86,1,0,18.15,"17,662",0,0.24
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,1.07,Serbia and Kosovo: S/RES/1244 (1999),6982604,0.09,75.89,0.99,0.03,0.02,329,0,0.07
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,0.97,Slovakia,5446771,0.1,77.27,1,0,1.12,776,0,0.11
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,0.64,Sweden,10175214,0.16,82.56,0.97,0.01,0.02,"1,884",0,0.23
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,1.07,Switzerland,8514329,0.16,83.75,0.98,0,0.14,"1,336",0,0.11
2018,Czechia,CZE,Europe,79.03,0.11,10.7,1.07,Switzerland,8514329,0.16,83.75,0.99,0,7.14,"1,336",0,0.05
2018,Bulgaria,BGR,Europe,74.96,0.15,8.9,0.99,United States of America,326838199,0.13,78.64,0.98,0.01,0.01,"4,464",0,7.56
2018,Czechia,CZE,Europe,79.03,0.11,10.7,0.99,United States of America,326838199,0.13,78.64,0.99,0.01,0.26,"4,464",0,0.4
2019,Czechia,CZE,Europe,79.23,0.11,10.5,1.14,Argentina,44938712,0.13,76.67,1.01,0.01,7.65,"11,934",0,0.05
2019,Czechia,CZE,Europe,79.23,0.11,10.5,0.83,Australia,25365745,0,82.9,0.99,0,2.68,"15,341",0,0.05
2019,Bulgaria,BGR,Europe,75.11,0.16,8.8,1,Belgium,11488980,0,82,0.98,0,0.23,"1,698",0,0.26
2019,Czechia,CZE,Europe,79.23,0.11,10.5,1,Belgium,11488980,0,82,0.99,0,11.89,"1,698",0,0.06
2019,Bulgaria,BGR,Europe,75.11,0.16,8.8,1.1,Brazil,211049519,0,75.88,0.99,0.05,0.02,"9,734",0,0.07
2019,Czechia,CZE,Europe,79.23,0.11,10.5,1.1,Brazil,211049519,0,75.88,1,0.05,1.28,"9,734",0,0.06
2019,Bulgaria,BGR,Europe,75.11,0.16,8.8,1.04,Canada,37601230,0,82.05,0.98,0,0.05,"7,371",0,2.74
2019,Czechia,CZE,Europe,79.23,0.11,10.5,1.04,Canada,37601230,0,82.05,0.99,0,2.45,"7,371",0,4.66
2019,Bulgaria,BGR,Europe,75.11,0.16,8.8,0.99,France,67248926,0,82.83,1,0,0.04,"1,758",0,1
2019,Czechia,CZE,Europe,79.23,0.11,10.5,0.99,France,67248926,0,82.83,1.02,0,2.25,"1,758",0,0.22
2019,Bulgaria,BGR,Europe,75.11,0.16,8.8,0.88,Germany,83092962,0,81.29,0.98,0,0.03,"1,319",0,1.15
2019,Czechia,CZE,Europe,79.23,0.11,10.5,0.88,Germany,83092962,0,81.29,1,0,1.63,"1,319",0,6.8
2019,Bulgaria,BGR,Europe,75.11,0.16,8.8,0.87,Jordan,10101697,0.1,74.53,0.96,0,3.37,"1,632",0,0.07
2019,Bulgaria,BGR,Europe,75.11,0.16,8.8,1.02,Norway,5347896,0,82.96,0.96,0,0.03,"2,096",0,0.1
2019,Czechia,CZE,Europe,79.23,0.11,10.5,1.05,New Zealand,4979200,0,81.71,1,0,18.3,"17,662",0,0.25
2019,Bulgaria,BGR,Europe,75.11,0.16,8.8,1.05,South Africa,58558267,0.2,64.13,0.99,0,0.02,"7,627",0,0.07
2019,Bulgaria,BGR,Europe,75.11,0.16,8.8,0.94,Slovakia,5454147,0,77.67,1,0,1.13,776,0,0.11
2019,Bulgaria,BGR,Europe,75.11,0.16,8.8,1.05,Sweden,10278887,0,83.11,0.97,0,0.02,"1,884",0,0.3
2019,Bulgaria,BGR,Europe,75.11,0.16,8.8,0.98,Switzerland,8575280,0,83.9,0.98,0,0.14,"1,336",0,0.09
2019,Czechia,CZE,Europe,79.23,0.11,10.5,0.98,Switzerland,8575280,0,83.9,0.99,0,7.27,"1,336",0,0.05
2019,Bulgaria,BGR,Europe,75.11,0.16,8.8,0.92,United States of America,328329953,0,78.79,0.98,0.01,0.01,"4,464",0,7.15
2019,Czechia,CZE,Europe,79.23,0.11,10.5,0.92,United States of America,328329953,0,78.79,0.99,0.01,0.27,"4,464",0,0.43
2020,Czechia,CZE,Europe,78.23,0.12,10.3,0,Argentina,45376763,0,76.81,1.01,0.02,8,"11,934",0,0.05
2020,Czechia,CZE,Europe,78.23,0.12,10.3,0,Australia,25693267,0,83.2,0.99,0,2.52,"15,341",0,0.05
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,Belgium,11544241,0,80.8,0.98,0,0.23,"1,698",0,0.39
2020,Czechia,CZE,Europe,78.23,0.12,10.3,0,Belgium,11544241,0,80.8,0.99,0,11.88,"1,698",0,0.09
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,Brazil,212559409,0,76.08,0.99,0.02,0.02,"9,734",0,0.07
2020,Czechia,CZE,Europe,78.23,0.12,10.3,0,Brazil,212559409,0,76.08,1,0.02,1.25,"9,734",0,0.06
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,Canada,38037204,0,81.75,0.98,0,0.05,"7,371",0,2.18
2020,Czechia,CZE,Europe,78.23,0.12,10.3,0,Canada,38037204,0,81.75,0.99,0,2.43,"7,371",0,3.96
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,France,67379908,0,82.18,1,0,0.04,"1,758",0,1.01
2020,Czechia,CZE,Europe,78.23,0.12,10.3,0,France,67379908,0,82.18,1.02,0,2.3,"1,758",0,0.22
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,Germany,83160871,0,80.94,0.98,0,0.03,"1,319",0,1.14
2020,Czechia,CZE,Europe,78.23,0.12,10.3,0,Germany,83160871,0,80.94,1,0,1.61,"1,319",0,6.6
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,Israel,9215100,0,82.7,0.98,0,0.07,"1,602",0,0.07
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,Jordan,10203140,0,74.66,0.96,0,3.28,"1,632",0,0.07
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,Norway,5379475,0,83.21,0.96,0,0.03,"2,096",0,0.07
2020,Czechia,CZE,Europe,78.23,0.12,10.3,0,New Zealand,5090200,0,82.06,1,0,17.45,"17,662",0,0.17
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,South Africa,59308690,0.2,64.38,0.99,0,0.02,"7,627",0,0.07
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,Slovakia,5458827,0,76.87,1,0,1.13,776,0,0.12
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,Sweden,10353442,0,82.41,0.97,0,0.02,"1,884",0,0.23
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,Switzerland,8636561,0,83.1,0.98,0,0.14,"1,336",0,0.09
2020,Czechia,CZE,Europe,78.23,0.12,10.3,0,Switzerland,8636561,0,83.1,0.99,0,7.01,"1,336",0,0.05
2020,Bulgaria,BGR,Europe,73.61,0.18,8.5,0,United States of America,331501080,0,77.28,0.98,0,0.01,"4,464",0,6.97
2020,Czechia,CZE,Europe,78.23,0.12,10.3,0,United States of America,331501080,0,77.28,1,0,0.26,"4,464",0,0.63
2021,Czechia,CZE,Europe,0,0,0,0,Argentina,45808747,0,0,1.01,0,7.5,"11,934",0,0.05
2021,Czechia,CZE,Europe,0,0,0,0,Australia,25739256,0,0,0.99,0,2.57,"15,341",0,0.05
2021,Bulgaria,BGR,Europe,0,0,0,0,Belgium,11587882,0,0,0.98,0,0.23,"1,698",0,0.25
2021,Czechia,CZE,Europe,0,0,0,0,Belgium,11587882,0,0,0.99,0,11.55,"1,698",0,0.05
2021,Bulgaria,BGR,Europe,0,0,0,0,Brazil,213993441,0,0,0.99,0,0.02,"9,734",0,0.07
2021,Czechia,CZE,Europe,0,0,0,0,Brazil,213993441,0,0,1,0,1.24,"9,734",0,0.06
2021,Bulgaria,BGR,Europe,0,0,0,0,Canada,38246108,0,0,0.98,0,0.05,"7,371",0,1.8
2021,Czechia,CZE,Europe,0,0,0,0,Canada,38246108,0,0,0.99,0,2.4,"7,371",0,3.64
2021,Bulgaria,BGR,Europe,0,0,0,0,France,67499343,0,0,1,0,0.04,"1,758",0,1.01
2021,Bulgaria,BGR,Europe,0,0,0,0,Germany,83129285,0,0,0.98,0,0.03,"1,319",0,1.09
2021,Czechia,CZE,Europe,0,0,0,0,Germany,83129285,0,0,1,0,1.62,"1,319",0,3.82
2021,Bulgaria,BGR,Europe,0,0,0,0,Jordan,10269022,0,0,0.96,0,3.34,"1,632",0,0.07
2021,Bulgaria,BGR,Europe,0,0,0,0,Norway,5408320,0,0,0.96,0,0.03,"2,096",0,0.07
2021,Czechia,CZE,Europe,0,0,0,0,New Zealand,5122600,0,0,1,0,17.24,"17,662",0,0.11
2021,Bulgaria,BGR,Europe,0,0,0,0,Serbia and Kosovo: S/RES/1244 (1999),6844078,0,0,0.99,0,0.02,329,0,0.07
2021,Bulgaria,BGR,Europe,0,0,0,0,Slovakia,5447247,0,0,1,0,1.15,776,0,0.12
2021,Bulgaria,BGR,Europe,0,0,0,0,Sweden,10415811,0,0,0.97,0,0.02,"1,884",0,0.07
2021,Bulgaria,BGR,Europe,0,0,0,0,Switzerland,8697723,0,0,0.98,0,0.14,"1,336",0,0.07
2021,Czechia,CZE,Europe,0,0,0,0,Switzerland,8697723,0,0,0.99,0,6.99,"1,336",0,0.05
2021,Bulgaria,BGR,Europe,0,0,0,0,United States of America,331893745,0,0,0.98,0,0,"4,464",0,6.9
2021,Czechia,CZE,Europe,0,0,0,0,United States of America,331893745,0,0,1,0,0.25,"4,464",0,0.77